Dates,PX_TO_BOOK_RATIO,EQY_DVD_YLD_12M,EARN_YLD,CASH_FLOW_YIELD,PX_TO_SALES_RATIO,PX_CLOSE_1D,BASIC_EPS_3YR_AVG_GROWTH,SALES_3YR_AVG_GROWTH,EPS_GROWTH,OPER_INC_TO_NET_SALES,EBIT_TO_NET_SALES,5_YEAR_AVERAGE_ADJUSTED_ROE,CUR_MKT_CAP,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE
2009/02/27,1.0845,6.0864,8.8613,26.6301,1.5211,1605,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34228.8563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/02,1.1016,5.9923,8.7242,26.6301,1.545,1528,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34766.4823,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/03,1.0654,6.1959,9.0207,26.6301,1.4942,1552,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33624.0271,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/04,1.0448,6.3179,9.1984,26.6301,1.4654,1501,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32974.3956,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/05,1.0363,6.3699,9.274,26.6301,1.4534,1472,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32705.5826,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/06,0.9894,6.6714,9.7131,26.6301,1.3877,1460,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,30530.1111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/09,1.0285,6.4182,9.3444,26.6301,1.4425,1394,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,31734.6707,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/10,1.049,6.2923,9.161,26.6301,1.4713,1449,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32369.8021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/11,1.0576,6.2416,9.0872,26.6301,1.4833,1478,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32632.6151,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/12,1.0512,6.2795,9.1425,26.6301,1.4743,1490,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32435.5054,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/13,1.0753,6.1386,8.9373,26.6301,1.5082,1481,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33180.1422,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/16,1.098,6.0116,8.7524,26.6301,1.54,1515,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33880.9769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/17,1.0923,6.0429,8.7979,26.6301,1.5321,1547,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33705.7683,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/18,1.0434,6.3265,9.2109,26.6301,1.4634,1539,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32194.5935,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/19,1.0831,6.0944,8.8729,26.6301,1.5191,1470,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33421.0542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/20,1.0618,6.2166,9.0508,26.6301,1.4893,1526,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,32764.0216,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/23,1.1129,5.9311,8.6352,26.6301,1.5609,1496,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34340.8997,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/24,1.1072,5.9615,8.6795,26.6301,1.553,1568,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34165.691,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/25,1.1711,5.6364,8.2061,26.6301,1.6426,1560,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36136.7886,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/26,1.1995,5.503,8.0118,26.6301,1.6824,1650,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,37012.8319,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/27,1.1818,5.5856,8.1321,26.6301,1.6575,1690,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36465.3048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/30,1.1725,5.6295,8.1961,26.6301,1.6446,1665,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36180.5907,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/31,1.1953,5.5226,8.0404,26.6301,1.6764,1652,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36881.4254,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/01,1.2166,5.4259,7.8996,26.6301,1.7063,1684,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,37538.4579,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/02,1.2577,5.2483,7.6411,26.6301,1.764,1714,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,38808.7208,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/03,1.2371,5.3356,7.7682,26.6301,1.7351,1772,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,38173.5894,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/06,1.2528,5.2691,7.6714,26.6301,1.757,1743,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,38655.4132,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/07,1.2059,5.4738,7.9694,26.6301,1.6913,1765,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,37209.9417,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/08,1.1818,5.5856,8.1321,26.6301,1.6575,1699,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36465.3048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/09,1.1839,5.5755,8.1175,26.6301,1.6605,1665,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36531.0081,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/10,1.1839,5.5755,8.1175,26.6301,1.6605,1665,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36531.0081,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/13,1.1839,5.5755,8.1175,26.6301,1.6605,1665,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,36531.0081,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/14,1.2123,5.445,7.9274,26.6301,1.7003,1668,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,37407.0514,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/15,1.2194,5.4133,7.8813,26.6301,1.7103,1708,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,37626.0623,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/16,1.2066,5.4706,7.9647,26.6301,1.6923,1718,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,37231.8428,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/17,1.1491,6.0531,8.3632,26.6301,1.6117,1700,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,35457.855,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/20,1.0895,6.3844,8.8208,26.6301,1.5281,1619,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33618.1639,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/21,1.0739,6.4772,8.9491,26.6301,1.5062,1535,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33136.3401,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/22,1.0739,6.4772,8.9491,26.6301,1.5062,1535,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33136.3401,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/23,1.1002,6.3226,8.7355,26.6301,1.543,1513,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,33946.6802,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/24,1.1143,6.242,8.6242,26.6301,1.5629,1550,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34384.7019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/27,1.1143,6.242,8.6242,26.6301,1.5629,1550,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34384.7019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/28,1.1236,6.1908,8.5534,26.6301,1.5759,1570,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34669.4159,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/29,1.1356,6.125,8.4625,26.6301,1.5928,1583,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,35041.7344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/04/30,1.1285,6.1635,8.5157,26.6301,1.5828,1600,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34822.7235,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/05/01,1.1285,6.1635,8.5157,26.6301,1.5828,1600,-24.2457,-42.0008,-73.206,10.6447,#N/A N/A,18.9133,34822.7235,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
