Dates,PX_TO_BOOK_RATIO,EQY_DVD_YLD_12M,EARN_YLD,CASH_FLOW_YIELD,PX_TO_SALES_RATIO,PX_CLOSE_1D,BASIC_EPS_3YR_AVG_GROWTH,SALES_3YR_AVG_GROWTH,EPS_GROWTH,OPER_INC_TO_NET_SALES,EBIT_TO_NET_SALES,5_YEAR_AVERAGE_ADJUSTED_ROE,CUR_MKT_CAP,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE
2009/02/18,0.3454,15.1767,18.9781,72.3107,#N/A N/A,811.43,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,36989.7129,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/19,0.3224,16.3675,20.3354,72.3107,#N/A N/A,801.14,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,34298.5925,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/20,0.2992,17.3838,21.9089,72.3107,#N/A N/A,742.86,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,32293.444,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/23,0.3102,16.7278,21.1319,72.3107,#N/A N/A,699.43,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,33559.8536,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/24,0.2986,17.7315,21.9513,72.3107,#N/A N/A,726.86,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,31660.2393,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/25,0.3004,17.8206,21.8229,72.3107,#N/A N/A,685.71,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,31501.9381,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/26,0.3203,16.7542,20.4685,72.3107,#N/A N/A,682.29,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,33507.0865,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/02/27,0.299,17.527,21.9287,72.3107,#N/A N/A,725.71,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,32029.6087,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/02,0.2771,18.567,23.6624,72.3107,#N/A N/A,693.71,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,30235.5285,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/03,0.2725,18.8633,24.0575,72.3107,#N/A N/A,654.86,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,29760.6249,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/04,0.271,19.1003,24.1887,72.3107,#N/A N/A,644.57,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,29391.2554,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009/03/05,0.243,20.8606,26.9792,72.3107,#N/A N/A,636.57,#N/A N/A,#N/A N/A,#N/A N/A,20.6736,#N/A N/A,10.929,26911.2034,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
