Dates,PX_TO_BOOK_RATIO,EQY_DVD_YLD_12M,EARN_YLD,CASH_FLOW_YIELD,PX_TO_SALES_RATIO,PX_CLOSE_1D,BASIC_EPS_3YR_AVG_GROWTH,SALES_3YR_AVG_GROWTH,EPS_GROWTH,OPER_INC_TO_NET_SALES,EBIT_TO_NET_SALES,5_YEAR_AVERAGE_ADJUSTED_ROE,CUR_MKT_CAP,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE
2010/05/14,6.0112,1.982,9.1874,16.2566,1.4092,5585,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,82581.4459,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/17,6.2819,1.8966,8.7914,16.2566,1.4727,5550,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,86301.3308,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/18,6.4498,1.8472,8.5626,16.2566,1.512,5800,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88607.6595,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/19,6.5527,1.8182,8.4281,16.2566,1.5361,5955,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90021.2158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/20,6.3697,1.8704,8.6703,16.2566,1.4932,6050,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,87506.5735,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/21,6.4336,1.8519,8.5842,16.2566,1.5082,5881,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88384.4664,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/24,6.5722,1.8128,8.4031,16.2566,1.5407,5940,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90289.0475,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/25,6.4661,1.8425,8.541,16.2566,1.5158,6068,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88830.8526,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/26,6.5365,1.8227,8.449,16.2566,1.5323,5970,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89798.0227,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/27,6.7271,1.7711,8.2096,16.2566,1.577,6035,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92416.8217,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/28,6.7693,1.76,8.1584,16.2566,1.5869,6211,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92997.1237,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/05/31,6.726,1.7713,8.211,16.2566,1.5768,6250,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92401.9421,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/01,6.6805,1.7834,8.2669,16.2566,1.5661,6210,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91777.0015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/02,6.661,1.7886,8.2911,16.2566,1.5615,6168,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91509.1697,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/03,6.4986,1.8333,8.4983,16.2566,1.5234,6150,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89277.2388,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/04,6.4444,1.8487,8.5697,16.2566,1.5107,6000,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88533.2618,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/07,6.4661,1.8425,8.541,16.2566,1.5158,5950,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88830.8526,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/08,6.3903,1.8644,8.6424,16.2566,1.4981,5970,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,87789.2848,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/09,6.5061,1.8312,8.4884,16.2566,1.5252,5900,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89381.3955,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/10,6.6339,1.7959,8.3249,16.2566,1.5552,6007,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91137.1812,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/11,6.5657,1.8146,8.4114,16.2566,1.5392,6125,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90199.7702,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/14,6.7152,1.7742,8.2242,16.2566,1.5742,6062,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92253.1467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/15,6.8452,1.7405,8.068,16.2566,1.6047,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94038.6915,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/16,6.8452,1.7405,8.068,16.2566,1.6047,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94038.6915,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/17,6.9101,1.7241,7.9922,16.2566,1.6199,6320,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94931.4639,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/18,6.8766,1.7326,8.0312,16.2566,1.6121,6380,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94470.1982,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/21,6.921,1.7214,7.9797,16.2566,1.6225,6349,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,95080.2593,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/22,6.8668,1.735,8.0426,16.2566,1.6098,6390,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94336.2823,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/23,6.7358,1.7688,8.1991,16.2566,1.5791,6340,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92535.858,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/24,6.6069,1.8033,8.359,16.2566,1.5488,6219,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90765.1927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/25,6.6924,1.7802,8.2521,16.2566,1.5689,6100,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91940.6764,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/28,6.4065,5.9172,8.6205,16.2566,1.5019,6179,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88012.4779,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/29,6.3578,5.9625,8.6865,16.2566,1.4904,5915,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,87342.8986,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/06/30,6.3361,5.9829,8.7162,16.2566,1.4854,5870,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,87045.3078,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/01,6.3144,6.0034,8.7461,16.2566,1.4803,5850,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,86747.717,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/02,6.3253,5.9932,8.7312,16.2566,1.4828,5830,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,86896.5124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/05,6.3903,5.9322,8.6424,16.2566,1.4981,5840,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,87789.2848,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/06,6.4986,5.8333,8.4983,16.2566,1.5234,5900,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89277.2388,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/07,6.4444,5.8824,8.5697,16.2566,1.5107,6000,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88533.2618,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/08,6.4542,5.8735,8.5568,16.2566,1.513,5950,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88667.1776,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/09,6.4986,5.8333,8.4983,16.2566,1.5234,5959,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89277.2388,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/12,6.4769,5.8528,8.5268,16.2566,1.5184,6000,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88979.648,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/13,6.4986,5.8333,8.4983,16.2566,1.5234,5980,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89277.2388,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/14,6.5809,5.7604,8.392,16.2566,1.5427,6000,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90408.0838,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/15,6.596,5.7471,8.3727,16.2566,1.5463,6076,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90616.3974,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/16,6.7152,5.6452,8.2242,16.2566,1.5742,6090,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92253.1467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/19,6.687,5.6689,8.2588,16.2566,1.5676,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91866.2787,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/20,6.6502,5.7003,8.3046,16.2566,1.559,6174,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91360.3743,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/21,6.8018,5.5732,8.1194,16.2566,1.5945,6140,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,93443.5099,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/22,6.726,5.6361,8.211,16.2566,1.5768,6280,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92401.9421,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/23,6.7574,5.6099,8.1728,16.2566,1.5841,6210,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92833.4488,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/26,6.7693,5.6,8.1584,16.2566,1.5869,6239,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92997.1237,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/27,6.843,5.5397,8.0706,16.2566,1.6042,6250,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94008.9324,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/28,6.7152,5.6452,8.2242,16.2566,1.5742,6318,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92253.1467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/29,6.7693,5.6,8.1584,16.2566,1.5869,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92997.1237,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/07/30,6.7152,5.6452,8.2242,16.2566,1.5742,6250,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92253.1467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/02,6.8506,5.5336,8.0617,16.2566,1.606,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94113.0892,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/03,6.7423,5.6225,8.1912,16.2566,1.5806,6325,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92625.1352,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/04,6.7585,5.609,8.1715,16.2566,1.5844,6225,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92848.3283,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/05,6.7423,5.6225,8.1912,16.2566,1.5806,6240,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92625.1352,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/06,6.8614,5.5249,8.0489,16.2566,1.6085,6225,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94261.8846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/09,6.8614,5.5249,8.0489,16.2566,1.6085,6225,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94261.8846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/10,6.8235,5.5556,8.0937,16.2566,1.5996,6335,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,93741.1007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/11,6.7043,5.6543,8.2375,16.2566,1.5717,6300,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92104.3513,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/12,6.7152,5.6452,8.2242,16.2566,1.5742,6190,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92253.1467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/13,6.7098,5.6497,8.2308,16.2566,1.573,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92178.749,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/16,6.7054,5.6534,8.2361,16.2566,1.5719,6195,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92119.2309,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/17,6.6935,5.6634,8.2508,16.2566,1.5691,6191,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91955.5559,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/18,6.6264,5.7208,8.3344,16.2566,1.5534,6180,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91033.0245,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/19,6.5202,5.814,8.4701,16.2566,1.5285,6118,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89574.8296,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/20,6.3903,5.9322,8.6424,16.2566,1.4981,6020,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,87789.2848,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/23,6.5527,5.7851,8.4281,16.2566,1.5361,5900,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90021.2158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/24,6.5343,5.8014,8.4518,16.2566,1.5318,6050,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89768.2636,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/25,6.4173,5.9072,8.6059,16.2566,1.5044,6033,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,88161.2733,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/26,6.4877,5.8431,8.5125,16.2566,1.5209,5925,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89128.4434,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/27,6.4986,5.8333,8.4983,16.2566,1.5234,5990,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,89277.2388,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/30,6.6047,5.7396,8.3618,16.2566,1.5483,6000,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,90735.4337,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/08/31,6.6816,5.6735,8.2655,16.2566,1.5664,6098,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,91791.881,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/01,6.7531,5.6135,8.178,16.2566,1.5831,6169,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92773.9306,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/02,6.7618,5.6063,8.1675,16.2566,1.5851,6235,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92892.9669,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/03,6.7672,5.6018,8.161,16.2566,1.5864,6243,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92967.3646,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/06,6.8224,5.5564,8.0949,16.2566,1.5994,6248,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,93726.2212,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/07,6.7152,5.6452,8.2242,16.2566,1.5742,6299,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,92253.1467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/08,6.804,5.5715,8.1168,16.2566,1.595,6200,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,93473.269,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/09,6.8235,5.5556,8.0937,16.2566,1.5996,6282,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,93741.1007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/10,6.8452,5.538,8.068,16.2566,1.6047,6300,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94038.6915,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/13,6.8235,5.5556,8.0937,16.2566,1.5996,6320,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,93741.1007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/14,6.8722,5.5162,8.0362,16.2566,1.611,6300,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94410.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/15,6.8538,5.531,8.0578,16.2566,1.6067,6345,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94157.7278,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/16,6.8939,5.4988,8.011,16.2566,1.6161,6328,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,94708.2708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/17,6.921,5.4773,7.9797,16.2566,1.6225,6365,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,95080.2593,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/20,7.0401,5.3846,7.8446,16.2566,1.6504,6390,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,96717.0087,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/21,7.1159,5.3272,7.761,16.2566,1.6682,6500,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,97758.5765,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/22,7.2058,5.2608,7.6642,16.2566,1.6892,6570,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,98993.5783,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/23,7.1993,5.2655,7.6711,16.2566,1.6877,6653,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,98904.301,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/24,7.1993,5.2655,7.6711,16.2566,1.6877,6653,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,98904.301,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/27,7.2286,5.2442,7.6401,16.2566,1.6946,6647,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,99306.0486,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/28,7.2784,5.2083,7.5878,16.2566,1.7063,6674,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,99990.5074,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/29,7.4398,5.0954,7.4232,16.2566,1.7441,6720,#N/A N/A,#N/A N/A,72.9729,24.578,24.578,#N/A N/A,102207.5589,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/09/30,7.2401,5.0542,8.5834,13.587,1.7241,6869,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,103040.8131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/01,7.2662,5.036,8.5525,13.587,1.7304,6925,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,103412.8016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/04,7.0048,5.2239,8.8716,13.587,1.6681,6950,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,99692.9166,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/05,7.1094,5.1471,8.7412,13.587,1.693,6700,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,101180.8706,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/06,7.0571,5.1852,8.8059,13.587,1.6806,6800,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100436.8936,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/07,7.0571,5.1852,8.8059,13.587,1.6806,6750,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100436.8936,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/08,7.1125,5.1448,8.7373,13.587,1.6938,6750,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,101225.5092,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/11,7.0623,5.1813,8.7994,13.587,1.6818,6803,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100511.2913,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/12,7.1617,5.1095,8.6774,13.587,1.7055,6755,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,101924.8476,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/13,7.2401,5.0542,8.5834,13.587,1.7241,6850,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,103040.8131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/14,7.1512,5.117,8.6901,13.587,1.703,6925,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,101776.0522,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/15,7.0362,5.2006,8.8321,13.587,1.6756,6840,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100139.3028,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/18,7.0728,5.1737,8.7864,13.587,1.6843,6730,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100660.0867,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/19,7.0989,5.1546,8.7541,13.587,1.6905,6765,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,101032.0752,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/20,7.0885,5.1622,8.767,13.587,1.688,6790,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100883.2798,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/21,7.0885,5.1622,8.767,13.587,1.688,6780,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100883.2798,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/22,6.9515,5.2639,8.9397,13.587,1.6554,6780,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,98934.0601,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/25,7.0216,5.2114,8.8505,13.587,1.6721,6649,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,99930.9893,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/26,7.0048,5.2239,8.8716,13.587,1.6681,6716,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,99692.9166,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/27,6.9526,5.2632,8.9383,13.587,1.6557,6700,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,98948.9396,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/28,6.9881,5.2364,8.8929,13.587,1.6641,6650,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,99454.844,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/10/29,7.0362,5.2006,8.8321,13.587,1.6756,6684,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,100139.3028,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/11/01,7.0258,5.2083,8.8452,13.587,1.6731,6730,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,99990.5074,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/11/02,6.9421,5.2711,8.9518,13.587,1.6532,6720,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,98800.1442,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2010/11/03,7.0205,5.2122,8.8518,13.587,1.6718,6640,#N/A N/A,#N/A N/A,7217.0732,23.9226,23.9226,#N/A N/A,99916.1097,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
